3.02948e-6,4.29733e-6,6.04641e-6,8.14143e-6,8.8775e-6,4.82086e-6,5.72784e-6,5.20284e-6,3.61896e-6,4.45195e-6,2.02573e-6,4.22635e-6
0.000120193,0.000127429,0.000128439,0.000142976,0.00016688,0.000173435,0.000163626,0.000134226,0.000137269,0.00012734,0.000131729,0.00011951
0.000983562,0.00101397,0.00158234,0.00152044,0.00160104,0.00154233,0.00307241,0.00316846,0.00289973,0.00365562,0.00239491,0.00157896
0.000367931,0.000616496,0.000771727,0.00105955,0.000856255,0.000568146,0.000996261,0.000905433,0.00125615,0.00266911,0.0023291,0.000826654
0.000710651,0.000772642,0.000758744,0.000924102,0.000880041,0.000657297,0.000564775,0.000524626,0.000767337,0.00103074,0.000714269,0.000524307
0.00217586,0.0019051,0.00189572,0.00215414,0.00193638,0.00156525,0.00154521,0.0013081,0.00203321,0.0021404,0.00166861,0.00141328
0.00286942,0.00224466,0.00167676,0.00277941,0.00286384,0.00132899,0.000918244,0.00165485,0.00183148,0.00131103,0.00189361,0.00189845
0.00133846,0.00130218,0.00107479,0.00224707,0.00282679,0.00137415,0.000778197,0.000719418,0.000960155,0.00121861,0.00105603,0.000634605
0.00145809,0.00115058,0.00144491,0.00244131,0.00193597,0.000851502,0.000507368,0.000927507,0.0010984,0.00116858,0.000930815,0.000693569
0.0027943,0.00286428,0.00227665,0.0033761,0.00340473,0.00215995,0.00204367,0.00168419,0.00172172,0.00210658,0.00175371,0.00167511
0.00806295,0.0055722,0.0049293,0.00577055,0.00744414,0.00767932,0.00630962,0.0065176,0.0075209,0.00739387,0.00627417,0.00672978
0.00574536,0.00192229,0.00257259,0.00406695,0.00622177,0.00344273,0.00169107,0.0016429,0.00278762,0.00226025,0.00127757,0.00258365
0.00371445,0.00297174,0.00222942,0.0032036,0.00449106,0.00298799,0.00231081,0.00268699,0.00208727,0.00107036,0.00113566,0.000746423
0.00365587,0.00228821,0.0017619,0.00135239,0.00157711,0.000940608,0.000771207,0.00120497,0.00118759,0.00109152,0.00137649,0.00230611
0.00242323,0.000907707,0.00132843,0.0014499,0.00133951,0.000986284,0.00040932,0.000678318,0.000704103,0.000663338,0.00091681,0.00137039
0.00164331,0.00120558,0.0013487,0.00232143,0.00193605,0.00159089,0.00183231,0.00252114,0.00252279,0.00256531,0.00237344,0.00172618
0.00115218,0.000772339,0.00102334,0.00113952,0.000987731,0.00105531,0.0011492,0.00129431,0.00103922,0.00143969,0.00139831,0.00112717
0.00170471,0.00175687,0.00170566,0.000950489,0.00107647,0.00125338,0.000836439,0.000973298,0.000646882,0.000788815,0.000699949,0.000634026
0.00834137,0.00941932,0.00916037,0.00794203,0.00721072,0.00651131,0.00523742,0.00418052,0.00452843,0.0052751,0.00500421,0.0041254
0.0113086,0.0158361,0.021682,0.0132188,0.00920855,0.0123982,0.0120671,0.0087272,0.0172576,0.0264953,0.0159454,0.00712731
0.00823937,0.0211178,0.0230777,0.00972684,0.00723049,0.00608608,0.00519128,0.00387422,0.0140557,0.0235951,0.0123799,0.00316801
0.00447251,0.0187377,0.0232146,0.00669938,0.00470428,0.004526,0.00448706,0.00375936,0.0134134,0.025333,0.0121126,0.00107832
0.00198883,0.0193019,0.0261612,0.00907109,0.00167833,0.00153778,0.0024943,0.00225302,0.0131962,0.0252258,0.0117376,0.00176091
0.00244549,0.0208506,0.030708,0.0112198,0.00146298,0.00167818,0.00271051,0.00179428,0.0127921,0.0247092,0.0113948,0.000837889
0.00321509,0.0217636,0.0349486,0.0130182,0.00266522,0.00287863,0.00340429,0.00187129,0.0117573,0.0250787,0.0121217,0.00229418
0.00511537,0.029872,0.0417341,0.0146304,0.0016072,0.0015833,0.00269255,0.00130954,0.0105345,0.0202534,0.00885892,0.00164983
0.00497867,0.0302655,0.0427906,0.0146007,0.00125372,0.00167523,0.00245422,0.00114178,0.0109933,0.021897,0.00990319,0.00147962
0.00779459,0.030191,0.0419338,0.0170464,0.00236016,0.00189031,0.00300808,0.00180069,0.0118736,0.0231773,0.0104846,0.00171667
0.00456388,0.0175295,0.026343,0.00952842,0.00256644,0.00211877,0.00228094,0.00239154,0.00624792,0.0136373,0.00703871,0.00188409
0.00336599,0.0150106,0.0227385,0.00761707,0.00192731,0.00106386,0.00162777,0.00114535,0.00831565,0.0157331,0.0061508,0.0021265
0.00316426,0.0164031,0.0249417,0.00974808,0.0033197,0.00295642,0.00276847,0.00200504,0.00968548,0.0167734,0.00763848,0.00192488
0.0111857,0.0176006,0.0275482,0.0143394,0.00892998,0.00846387,0.00764121,0.00724149,0.0118396,0.0183246,0.0104699,0.00758069
0.0119327,0.0207697,0.0260043,0.0139934,0.010535,0.00703863,0.00250087,0.00503986,0.0104558,0.0144961,0.00862013,0.00626834
0.00545874,0.0149108,0.0210148,0.0115974,0.00859862,0.00477737,0.00234646,0.00367676,0.00885465,0.0143008,0.00679516,0.0029393
0.00491614,0.00562604,0.0106759,0.00687031,0.00568225,0.00246441,0.00153457,0.00276652,0.00383807,0.00620637,0.00434426,0.00292417
0.0097853,0.012307,0.0142747,0.01433,0.00587372,0.00403318,0.00594198,0.00445001,0.00744393,0.00748985,0.00689608,0.0054256
