1.17853e-6,2.94367e-6,3.5084e-6,3.00754e-6,2.26488e-6,1.74717e-6,1.16337e-6,1.00026e-6,8.71232e-7,1.39162e-6,1.4892e-6,1.00618e-6
1.09425e-5,2.18191e-5,3.44799e-5,3.15689e-5,1.65939e-5,7.65119e-6,1.2524e-5,1.47994e-5,1.96431e-5,2.80801e-5,2.76541e-5,1.74472e-5
5.13084e-5,6.81357e-5,0.000127554,0.000133897,5.96505e-5,3.29357e-5,6.09705e-5,8.24252e-5,6.71214e-5,0.000125372,0.000131669,5.43486e-5
0.000123262,0.000123058,0.000284113,0.000326995,0.00012896,5.99243e-5,0.000131767,0.000136021,0.00016965,0.000216102,0.00028454,0.000129862
0.000249964,0.000263316,0.000573582,0.00062809,0.00023897,9.84618e-5,0.000250298,0.000339385,0.000206609,0.000390133,0.000607472,0.000348252
0.000379052,0.000511736,0.000956836,0.00104396,0.000313656,0.000181153,0.00043598,0.00057787,0.000379534,0.000765495,0.00100708,0.00063301
0.000427481,0.000559919,0.00107514,0.00124647,0.00036461,0.000208423,0.000500038,0.000599042,0.000444811,0.0010234,0.00122068,0.00048522
0.000357669,0.000528752,0.00126921,0.00146333,0.000512422,0.00028157,0.000625036,0.000793084,0.000472633,0.000909431,0.00126865,0.000468319
0.000531933,0.000486315,0.00152446,0.00176534,0.000596222,0.000269129,0.000600949,0.000970451,0.000777064,0.00109033,0.00138829,0.000782802
0.000608479,0.000627717,0.00184423,0.00194163,0.000636198,0.000298146,0.000770638,0.000977227,0.000449502,0.00144531,0.00174047,0.000943116
0.000830343,0.001069,0.00221281,0.00231012,0.000628627,0.000280355,0.000881714,0.00115172,0.000667685,0.00149622,0.00189465,0.00110025
0.000949601,0.00123705,0.00241567,0.00241754,0.000729539,0.000376755,0.00104515,0.0012828,0.000492737,0.00153496,0.00182022,0.00102823
0.000945232,0.00128141,0.00259395,0.00283625,0.00105327,0.000478716,0.00120896,0.00127161,0.00064444,0.00210439,0.0022983,0.00085964
0.00105681,0.00101407,0.00272128,0.00304959,0.00102986,0.000525873,0.00126232,0.00168956,0.00107445,0.00177527,0.00186934,0.00134554
0.000637293,0.00127837,0.00303196,0.00321441,0.000954761,0.000522243,0.00110786,0.00159122,0.00131444,0.00156731,0.00250222,0.00136022
0.00142772,0.00149759,0.00329771,0.00352045,0.00105276,0.000706434,0.00106997,0.00149671,0.00103801,0.00203632,0.00228125,0.00135199
0.00141982,0.00152993,0.00333674,0.00355731,0.001263,0.000587647,0.00127271,0.00193518,0.00115947,0.00252446,0.00290429,0.00194985
0.00179195,0.00173357,0.00318045,0.00370526,0.00137977,0.000702019,0.00175756,0.00227725,0.00120202,0.00206091,0.00221741,0.001493
0.00137188,0.00183234,0.00354111,0.00408069,0.00147754,0.000576455,0.00161037,0.00207972,0.00155105,0.00253401,0.002394,0.00120847
0.00200017,0.00244304,0.00413249,0.004555,0.00149664,0.000797069,0.00189854,0.00254451,0.00176317,0.00312948,0.00336702,0.00186944
0.00156687,0.00190519,0.00353319,0.00482424,0.00168333,0.00083226,0.00212926,0.00286098,0.00176842,0.00314743,0.00345298,0.0023855
0.00187662,0.00143636,0.0035238,0.00491897,0.00204586,0.00107008,0.00172632,0.00275783,0.00184625,0.00273461,0.00373944,0.00221748
0.00125054,0.00124508,0.00371022,0.005122,0.00214851,0.00130936,0.00239758,0.00289972,0.00205948,0.00340918,0.0038664,0.00163406
0.00141621,0.00122495,0.00440056,0.00600778,0.00178697,0.00114746,0.00220782,0.00272469,0.00190681,0.00375917,0.00435387,0.00203192
0.00208128,0.00172595,0.00479974,0.0064642,0.00208566,0.00112615,0.00229395,0.00266505,0.00185465,0.00357472,0.00458751,0.00302572
0.00254081,0.00224052,0.00511952,0.00766909,0.00285123,0.00109071,0.00273071,0.00307552,0.00176958,0.00425024,0.00554817,0.00320395
0.00267878,0.00249856,0.0055985,0.00805394,0.00305629,0.00147769,0.00244042,0.0028032,0.00234834,0.00539097,0.00645302,0.00306301
