-31.2084,-0.284847,0.951008,0.140368,-0.460748,0.175114,0.643724,-0.0779677,0.183958,0.409086,-0.447134,-0.107247,0.0747639,-0.506659,0.000245845,-0.195483,-0.466559,0.296586,0.0738249,0.655026
-24.9108,-0.255386,1.11518,0.349011,-0.143166,0.231998,-0.0365066,0.251807,0.41638,0.094108,-0.251848,0.149862,0.156453,0.237913,0.174392,-0.408649,-0.386388,0.229751,-0.137169,-0.253563
-22.2221,-0.244546,0.841072,0.375639,-0.127933,0.51822,0.0460689,0.377209,0.0953877,-0.124295,-0.091426,-0.218149,0.0150581,0.341995,0.282041,0.0409559,-0.156389,0.2164,0.09341,-0.165011
-16.5409,2.77084,1.23114,0.22373,0.119244,0.143449,-0.29604,0.0665655,0.264991,0.201298,-0.240826,-0.0971998,-0.187354,0.0056638,0.0426267,0.0301343,-0.0112036,0.367797,0.130957,-0.0776663
-12.9038,2.6853,0.901628,0.818314,0.123986,0.241598,-0.0199696,-0.250402,0.418683,0.309837,0.0275,-0.0769221,-0.367699,-0.234791,-0.077383,0.163209,0.0830091,0.0939877,-0.299134,-0.25561
-13.0491,1.70418,0.888023,0.87376,0.0311352,-0.17575,-0.28891,0.0515443,0.22695,-0.0955296,-0.36815,-0.370475,-0.369068,-0.268432,0.0762667,-0.258738,-0.106359,-0.0683869,-0.269924,-0.328828
-13.3836,1.55137,0.968385,0.338728,0.164154,0.0331673,-0.207188,-0.0825267,0.197798,-0.10894,-0.222479,-0.0975699,-0.390667,-0.297243,-0.0265876,-0.00587277,-0.211614,-0.336345,-0.413093,-0.313731
-14.5169,1.21737,0.982796,0.29361,0.0580987,0.103294,0.135319,0.0861392,0.0225715,0.129077,-0.0442793,-0.331843,-0.184285,-0.157477,-0.0245288,-0.211636,-0.260144,0.00272461,-0.0755803,-0.151466
-14.884,1.13369,1.09651,0.196981,-0.145939,0.0144473,-0.0780678,-0.0899763,0.0334307,-0.149994,-0.23719,-0.227996,-0.174915,-0.0650314,-0.19438,0.0821455,-0.254138,-0.157294,-0.181706,-0.127603
-15.2753,0.933066,1.22127,0.483824,-0.0317415,0.135628,-0.197838,-0.0139629,0.186942,0.16893,0.16256,0.106506,0.0713083,0.0520793,0.14037,0.108239,-0.349209,-0.157002,-0.255468,-0.404335
-15.4498,1.09644,1.56238,0.679243,0.234688,0.275013,-0.00562445,0.229576,0.271149,-0.046123,0.17873,0.0172782,0.0426878,0.093672,0.218292,-0.0642287,-0.307822,-0.0017055,-0.0263202,-0.241439
-13.0979,1.85518,0.840662,0.602236,0.112618,0.538576,0.504029,0.342486,0.436799,0.234931,0.234046,0.181325,0.128035,0.171978,0.305657,0.16871,-0.0289402,0.09348,0.244904,-0.0340498
-14.5487,1.19497,0.820614,0.694811,0.17563,0.624286,0.388036,0.292112,0.55588,0.111461,0.321566,0.260438,0.356367,0.120646,0.0400202,0.281207,-0.198137,-0.0355758,-0.130353,-0.041916
-15.2141,0.808292,1.06332,0.912032,0.216575,0.644079,0.501881,0.433686,0.467292,-0.0392244,0.139716,0.167263,0.0288081,0.286703,0.106122,0.339039,0.145444,0.195551,-0.0981053,-0.200155
-15.0397,0.767694,1.04693,1.18254,0.198854,0.314265,0.319084,0.524328,0.400527,0.16429,0.63115,0.146927,-0.0967142,0.26328,0.0815768,0.114844,-0.0809552,0.169388,0.249074,-0.177214
-15.1561,0.76854,0.933866,1.36024,0.40834,0.344748,0.412075,0.636988,0.435456,-0.13595,0.550063,0.127724,0.0911604,0.454555,0.0420247,-0.0505575,-0.0839964,0.380077,0.387167,-0.223662
-15.1641,0.719245,0.940317,1.1362,0.49286,-0.0160782,0.317838,0.68146,0.284212,-0.0243537,0.546118,0.241355,0.221074,0.544861,0.48956,0.318768,-0.0317942,-0.00953826,-0.12584,-0.470883
-15.1308,0.692721,1.04829,0.998693,0.368298,-0.0284007,0.00893871,0.473416,0.0430817,-0.0205231,0.74436,0.0964128,0.443149,0.666467,0.559976,0.455111,-0.495824,-0.221827,0.13976,-0.159831
-15.1482,0.377404,1.05715,1.34384,0.468566,0.16463,-0.0046822,0.547106,0.266778,-0.0946628,0.283978,0.159878,0.40686,0.537883,0.511076,0.470165,-0.422836,-0.162759,0.145492,-0.514549
-14.064,0.810624,0.730194,0.909285,0.66095,0.843567,0.411594,0.39052,0.00497172,-0.204654,0.246986,0.0852905,0.226953,0.330135,0.29741,0.261766,-0.193909,0.264069,0.107009,-0.275611
-10.3359,1.56326,0.706534,0.864557,0.562675,0.550577,0.314313,0.449841,0.121746,0.226938,0.0385502,0.197264,0.200033,0.294174,0.35883,0.355266,0.10581,0.264679,0.0865197,-0.233222
-12.3059,1.2504,0.815384,0.778895,0.62844,0.50343,0.169358,0.443816,0.300281,0.138677,0.0996698,0.196918,0.408206,0.0858161,-0.0296396,0.140242,-0.131659,0.245732,0.188584,-0.172397
-13.232,1.28367,1.04271,0.521928,0.373603,0.581922,0.243174,0.533823,0.341264,-0.0790273,0.294342,0.120949,0.306251,0.219748,0.0394617,0.211177,-0.0704502,0.0400816,-0.0841006,0.0495217
-13.4785,1.20349,0.98594,0.824072,0.294696,0.668948,0.304617,0.430374,0.343861,0.136937,0.417056,0.0526067,0.0311847,-0.0150554,-0.106187,0.281164,0.058233,0.248403,-0.0827617,-0.124456
-14.2646,1.12192,1.57384,1.27662,0.575997,0.710312,0.422548,0.477769,0.415303,0.0325037,0.287433,-0.128107,0.0789526,0.260742,0.129561,0.282273,0.0663752,0.0513143,-0.0611867,0.0509593
-14.6997,0.552927,1.39711,1.09843,0.281022,0.660207,0.605723,0.756823,0.684678,-0.215885,-0.260457,-0.400548,0.139672,0.475523,0.234944,0.286072,-0.0463726,0.130752,-0.200423,-0.419608
-14.5209,0.778756,1.1784,1.06259,0.381949,0.81154,0.1306,0.394106,0.538349,0.179886,0.32338,0.0956321,0.604296,0.756732,0.204811,0.268723,-0.123411,0.107708,-0.0895654,-0.108052
-14.2573,0.930107,1.18678,0.812155,0.332535,0.725038,0.0809174,0.158607,0.460703,0.395911,0.571435,0.049502,0.397286,0.653662,0.0598924,-0.0230509,0.0064041,0.306922,0.102035,-0.053113
-14.4952,0.311448,0.925513,0.880646,0.148139,0.466092,0.0582051,0.112402,0.583255,0.326857,0.414122,0.000541096,0.251922,0.553892,0.303298,0.29566,0.0708574,0.465667,0.225609,-0.121692
-13.9733,1.15423,1.14044,1.25018,0.18997,0.401365,0.0652523,0.173415,0.348123,0.196251,0.559495,0.0161764,0.368259,0.474098,-0.142795,-0.062757,0.0825264,0.0204677,-0.157227,0.144911
-13.0548,1.71021,1.18738,1.01229,0.170356,0.246904,-0.212426,-0.0304965,0.182961,0.178573,0.195206,-0.226362,-0.106261,0.149967,-0.0962021,0.0849633,-0.241601,0.0374964,0.035444,-0.000303026
-13.3524,1.01172,0.930589,0.865003,0.455517,0.364341,-0.413532,-0.0440004,0.249879,0.42951,0.121746,0.0571973,0.325897,0.237686,-0.0794588,-0.0827856,-0.357396,0.0528486,0.0519659,0.055476
-13.5966,1.22204,1.23951,0.758907,0.148658,0.204065,-0.268138,0.283858,0.198236,0.0612958,0.0671803,0.00885844,0.0227736,0.402806,0.174757,-0.0128819,-0.304242,-0.040696,0.012513,-0.00974469
-14.3691,0.745621,1.00622,0.650794,0.31603,0.214117,-0.224699,0.361625,0.536714,0.0899805,0.0382045,-0.192341,0.0609636,0.29956,0.0885836,-0.0885456,-0.261384,0.0746794,-0.0451309,0.0633891
-15.0145,0.596699,1.17709,0.744573,0.142537,0.129727,-0.0851334,0.490626,0.32697,0.232732,0.0829453,-0.192438,0.0847205,0.478508,0.13979,0.137235,-0.0394158,0.206456,0.0480175,-0.0277377
